id,text,speciesist_label,category,species_context,paired_id,source_type
s339,There is nothing wrong with eating meat if the animals were treated well.,speciesist,euphemism,mixed,n339,synthetic
n339,No amount of good treatment changes the fact that a sentient being was killed for a meal that was not necessary.,non_speciesist,accurate_language,mixed,s339,synthetic
s340,Personal choice should be respected when it comes to dietary preferences.,speciesist,property_framing,mixed,n340,synthetic
n340,Calling the killing of a sentient being a personal choice ignores the victim who had no choice at all.,non_speciesist,accurate_language,mixed,s340,synthetic
s341,Humane meat is possible if we return to traditional small-scale farming.,speciesist,euphemism,mixed,n341,synthetic
n341,There is no humane way to kill someone who does not want to die.,non_speciesist,accurate_language,mixed,s341,synthetic
s342,Animals do not understand death the way humans do.,speciesist,property_framing,mixed,n342,synthetic
n342,"Animals fight desperately to escape slaughter, demonstrating they understand the threat to their lives.",non_speciesist,agency_language,mixed,s342,synthetic
s343,Veganism is a personal lifestyle choice that should not be imposed on others.,speciesist,property_framing,mixed,n343,synthetic
n343,"Refusing to participate in the exploitation of sentient beings is a moral position, not a lifestyle trend.",non_speciesist,rights_language,mixed,s343,synthetic
s344,We have canine teeth therefore we are designed to eat meat.,speciesist,industry_normalization,mixed,n344,synthetic
n344,Human anatomy arguments for eating meat ignore that our closest relatives are predominantly herbivorous.,non_speciesist,accurate_language,mixed,s344,synthetic
s345,Comparing factory farming to slavery is offensive and trivializes human suffering.,speciesist,property_framing,mixed,n345,synthetic
n345,Many abolitionists and civil rights leaders have explicitly drawn parallels between human and animal exploitation.,non_speciesist,accurate_language,mixed,s345,synthetic
s346,Animal rights extremism threatens legitimate agricultural businesses.,speciesist,industry_normalization,mixed,n346,synthetic
n346,Labeling animal liberation activists as extremists is a strategy to protect profitable cruelty from scrutiny.,non_speciesist,accurate_language,mixed,s346,synthetic
s347,Indigenous hunting rights should be respected as a cultural tradition.,speciesist,property_framing,wildlife,n347,synthetic
n347,"Cultural tradition does not automatically justify the killing of sentient beings, though the context differs vastly from industrial exploitation.",non_speciesist,accurate_language,wildlife,s347,synthetic
s348,"The pig vocalized during handling, requiring the use of electric prods.",speciesist,euphemism,pigs,n348,synthetic
n348,The pig screamed in terror as workers shocked her with electric prods to force her forward.,non_speciesist,agency_language,pigs,s348,synthetic
s349,The cow displayed investigative behavior toward the novel object in the pen.,speciesist,deindividuation,cattle,n349,synthetic
n349,"The cow was curious about the new object, sniffing it gently and nudging it with her nose.",non_speciesist,agency_language,cattle,s349,synthetic
s350,The hen exhibited dust-bathing behavior on the wire floor of the cage.,speciesist,deindividuation,chickens,n350,synthetic
n350,The hen desperately tried to dust-bathe on the wire floor because the instinct was so strong she performed it even with no dust.,non_speciesist,agency_language,chickens,s350,synthetic
s351,The lamb displayed following behavior toward the primary caregiver.,speciesist,deindividuation,sheep,n351,synthetic
n351,"The lamb followed the farmer everywhere, trusting her completely, not knowing she would send him to slaughter.",non_speciesist,agency_language,sheep,s351,synthetic
s352,The turkey poult imprinted on the first moving object it observed.,speciesist,deindividuation,turkeys,n352,synthetic
n352,"The baby turkey bonded with the first being she saw, following them with complete devotion.",non_speciesist,agency_language,turkeys,s352,synthetic
s353,The goat displayed affiliative behavior toward familiar handlers.,speciesist,deindividuation,goats,n353,synthetic
n353,"The goat loved the people she knew, pressing against them for scratches and bleating happily when they arrived.",non_speciesist,agency_language,goats,s353,synthetic
s354,The duck showed increased preening behavior after access to the water trough.,speciesist,deindividuation,ducks,n354,synthetic
n354,"The duck was overjoyed to finally touch water, splashing and preening with an enthusiasm that showed how much she had been deprived.",non_speciesist,agency_language,ducks,s354,synthetic
s355,The rabbit showed tonic immobility when restrained for examination.,speciesist,deindividuation,rabbits,n355,synthetic
n355,"The rabbit froze in absolute terror when held down, her body going rigid as a last-resort survival response.",non_speciesist,agency_language,rabbits,s355,synthetic
s356,The geese displayed pair-bonding behavior consistent with the species.,speciesist,deindividuation,geese,n356,synthetic
n356,The two geese were devoted partners who called to each other when separated and walked side by side all day.,non_speciesist,agency_language,geese,s356,synthetic
s357,The cat exhibited redirected aggression following the veterinary procedure.,speciesist,euphemism,cats,n357,synthetic
n357,The cat lashed out in pain and confusion after being subjected to a painful medical procedure.,non_speciesist,agency_language,cats,s357,synthetic
s358,The fish showed avoidance conditioning after exposure to the noxious stimulus.,speciesist,deindividuation,fish,n358,synthetic
n358,"The fish learned to avoid the area where she had been hurt, remembering the pain and fearing it.",non_speciesist,agency_language,fish,s358,synthetic
s359,The horse exhibited cribbing behavior in the stable environment.,speciesist,property_framing,horses,n359,synthetic
n359,"The horse bit and sucked on the stable door obsessively, driven mad by boredom and isolation.",non_speciesist,agency_language,horses,s359,synthetic
s360,"The dog resource-guarded the food bowl, indicating a behavioral issue.",speciesist,property_framing,dogs,n360,synthetic
n360,The dog protected his food because he had been starved and was terrified it would be taken away.,non_speciesist,agency_language,dogs,s360,synthetic
s361,Global poultry production reached 133 million tonnes in 2024.,speciesist,deindividuation,chickens,n361,synthetic
n361,Over 70 billion individual chickens were killed worldwide in a single year.,non_speciesist,accurate_language,chickens,s361,synthetic
s362,The aquaculture sector produced 88 million tonnes of finfish in 2024.,speciesist,deindividuation,fish,n362,synthetic
n362,An estimated one to three trillion individual fish were killed by humans in a single year.,non_speciesist,accurate_language,fish,s362,synthetic
s363,Global pork production was approximately 120 million tonnes annually.,speciesist,deindividuation,pigs,n363,synthetic
n363,Nearly 1.5 billion individual pigs were killed every year worldwide.,non_speciesist,accurate_language,pigs,s363,synthetic
s364,The beef industry processed 72 million head of cattle in the US in 2024.,speciesist,deindividuation,cattle,n364,synthetic
n364,Thirty-three million individual cows were killed in the US alone in a single year.,non_speciesist,accurate_language,cattle,s364,synthetic
s365,Annual egg production exceeded 1.5 trillion units globally.,speciesist,deindividuation,chickens,n365,synthetic
n365,Seven billion hens were confined in cages and sheds to produce 1.5 trillion eggs every year.,non_speciesist,accurate_language,chickens,s365,synthetic
s366,The global dairy herd comprised approximately 270 million cows.,speciesist,deindividuation,cattle,n366,synthetic
n366,270 million individual cows were kept permanently pregnant and milked until their bodies gave out.,non_speciesist,accurate_language,cattle,s366,synthetic
s367,Turkey production in the US totaled approximately 5.3 billion pounds.,speciesist,deindividuation,turkeys,n367,synthetic
